category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/14/2019,3,"You need a cap full, not a drop or half a cap!!","I'v bought loads of these on offer. Used 3 washing with half a cap and I can't small much. I do have a good sense of smell by the way. Description says put a drop, like Wtf.! You need a cap full so now I don't think it will.be 64 wash after all",False,0.5562,62,0.027421534355251045,1.5294117647058822,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/14/2019,5,Lovely scent,"I bulk bought these as don't drive and they are heavy to carry from the supermarket. Scent is good, supposed to last 64 washes. This is only if you use half lidfulls. If your like me you'll throw in a full cap and it won't last as long.",False,0.6597,56,0.02421823971218794,0.47058823529411775,Fake
Personal Care,Vo5  Matt Clay 75ml,1/14/2019,4,Value for money,"Quite a solid product, I find it easier to use if the container is placed in warm water for a few minutes before use.",True,0.6801,26,0.01653300732870115,0.666666666666667,Genuine
Personal Care,Tresemme  Colour Revitalise Shampoo 900ml,1/15/2019,5,Good Alround,Good Alround Thanks,True,0.7003,3,0.015797103439299284,0.0,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/14/2019,5,"I can't do without it, it's an amazing product",I love this product It's keeps my hair protected,True,0.7964,10,0.025082065745043142,0.4146341463414638,Genuine
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/14/2019,5,happy with this item,Happy with item,True,0.5719,3,0.010993442344435177,0.18181818181818166,Fake
Homecare,Domestos  15 Minute Sink & Pipe Unblocker 500ml,1/14/2019,5,Does what its made for,Brilliant product! Left the drains clear and clean,False,0.8553,9,0.017565440753079878,1.727272727272727,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/14/2019,5,Eady to use,3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,True,0.8801,22,0.021454893997556013,0.6190476190476186,Genuine
Personal Care,Sure Maximum Protection Clean Scent Cream Anti-Perspirant Deodorant 45ml,1/14/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.0,Fake
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,1/14/2019,5,super buy,shared with family,True,0.34,3,0.003114124980808807,0.3488372093023253,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,1/14/2019,5,Packaged well and delivery fast,Fantastic price and my mother-in-law loves this. Great product.,True,0.9213,11,0.02380641379283071,0.4761904761904763,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/14/2019,5,Eady to use,3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,True,0.8801,22,0.021454893997556013,0.5555555555555554,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/14/2019,5,Eady to use,3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,True,0.8801,22,0.021454893997556013,0.4920634920634921,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/14/2019,5,Softner,Well worth it,False,0.4588,3,0.007892019219298572,0.6111111111111107,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/14/2019,1,Watered down and no smell! Not real product!,"This doesn't seem to be genuine...the branding came off, the product has no smell and is very liquid, not the usual consistency of Comfort...DO NOT BUY!",True,-0.3595,34,0.023349048156168156,3.3888888888888893,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/14/2019,3,I don't know how this claims 100+ washes?,No idea how they can claim 100+ washes?,True,-0.296,9,0.005741243879368124,1.3888888888888893,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/14/2019,4,Have used many times,Like product,True,0.3612,2,0.03648555632997134,0.3888888888888893,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/14/2019,5,Softner,Well worth it,False,0.4588,3,0.007892019219298572,0.8409090909090908,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/14/2019,1,Watered down and no smell! Not real product!,"This doesn't seem to be genuine...the branding came off, the product has no smell and is very liquid, not the usual consistency of Comfort...DO NOT BUY!",True,-0.3595,34,0.023349048156168156,3.159090909090909,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/14/2019,3,I don't know how this claims 100+ washes?,No idea how they can claim 100+ washes?,True,-0.296,9,0.005741243879368124,1.1590909090909092,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/14/2019,4,Have used many times,Like product,True,0.3612,2,0.03648555632997134,0.15909090909090917,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/14/2019,5,Eady to use,3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,True,0.8801,22,0.021454893997556013,0.5,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/14/2019,5,Eady to use,3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,True,0.8801,22,0.021454893997556013,0.5714285714285712,Genuine
Homecare,Cif Citrus Power & Shine Bathroom Mousse 500ml,2/13/2019,5,No problem,Can’t get this where I live so this was dead handy,True,-0.6771,13,0.00163293718104836,1.75,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/15/2019,5,Smelly,Love this smell,True,0.6369,3,0.03923972685466573,0.47058823529411775,Fake
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/15/2019,5,good value,smells good and not expensive,True,0.4404,5,0.03153716273529402,0.6052631578947372,Fake
Homecare,Comfort  Pure Fabric Conditioner 85 Wash 3L,1/15/2019,4,Okay,Good,True,0.4404,1,0.05224310545150719,0.47368421052631593,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/15/2019,5,Great for protecting my hair!,"I love this! I’ve been using it for the past couple of years, I recently bought this off amazon and found it to be a whole lot cheaper than boots. I also use it to tame my hair after I dry it along with protecting it from the heat.",True,0.7345,55,0.02431667132496269,0.4146341463414638,Genuine
Foods,Hellmann's  Light Mayonnaise 800g,1/16/2019,5,Good value for money,Good value for money,True,0.6486,4,0.05867168840021171,1.3333333333333335,Fake
Foods,Hellmann's  Light Mayonnaise 800g,1/17/2019,1,Disgusting,I don’t know how anyone can like this..it smells/tastes like weed with vinegar,False,0.6124,17,0.015314222353549836,2.6666666666666665,Fake
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 64 Wash 960ml,1/15/2019,2,Bad Design,"Struggle to open the lid, then it spills every time I try to use the cap as a measure. Terrible design. Product itsel is fine, but would avoid buying because of the irritation with the lid.",False,-0.8608,41,0.01270452047412163,1.0,Fake
Personal Care,Simple Kind To Skin Replenishing Rich Moisturiser 125ml,1/15/2019,1,The product has badly changed,"Have used this for many years with no problem, but it is now a different product which itches. Have bought it from different shops, but it is still the same itchy product. Will not buy it anymore",False,-0.6249,41,0.02278550395629704,1.7142857142857144,Fake
Personal Care,Dove  Medium to Dark Skin Summer Revived 200ml,1/15/2019,5,Natural looking tan,I bought this a week ago and having tried many different tanning products. This is the best I've come across it leaves your skin feeling so moisturised and soft with a nice natural tan with no streaks. Definitely recommend this product!,False,0.923,45,0.03531457071830917,1.0952380952380953,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/15/2019,5,Great for protecting my hair!,"I love this! I’ve been using it for the past couple of years, I recently bought this off amazon and found it to be a whole lot cheaper than boots. I also use it to tame my hair after I dry it along with protecting it from the heat.",True,0.7345,55,0.02431667132496269,0.4146341463414638,Genuine
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/15/2019,5,good value,smells good and not expensive,True,0.4404,5,0.03153716273529402,0.6052631578947372,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/15/2019,4,Good value,Good value for money- but the container does make it difficult to pour without spilling,True,-0.1531,15,0.03052726538377035,0.15909090909090917,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/15/2019,4,Good value,Good value for money- but the container does make it difficult to pour without spilling,True,-0.1531,15,0.03052726538377035,0.3888888888888893,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/15/2019,2,Capsules stuck together and leaking,Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,True,-0.25,22,0.00697998073963329,2.3809523809523814,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/15/2019,4,",",Good cleaning product of you have kids with sensitive skin,True,0.4404,10,0.039115828532139914,0.3809523809523814,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/15/2019,2,Capsules stuck together and leaking,Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,True,-0.25,22,0.00697998073963329,2.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/15/2019,4,",",Good cleaning product of you have kids with sensitive skin,True,0.4404,10,0.039115828532139914,0.5,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/15/2019,2,Capsules stuck together and leaking,Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,True,-0.25,22,0.00697998073963329,2.4444444444444446,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/15/2019,4,",",Good cleaning product of you have kids with sensitive skin,True,0.4404,10,0.039115828532139914,0.44444444444444464,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/15/2019,2,Capsules stuck together and leaking,Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,True,-0.25,22,0.00697998073963329,2.428571428571429,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/15/2019,4,",",Good cleaning product of you have kids with sensitive skin,True,0.4404,10,0.039115828532139914,0.4285714285714288,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/15/2019,2,Capsules stuck together and leaking,Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,True,-0.25,22,0.00697998073963329,2.507936507936508,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/15/2019,4,",",Good cleaning product of you have kids with sensitive skin,True,0.4404,10,0.039115828532139914,0.5079365079365079,Genuine
Foods,Maille  Dijon Original Mustard 215g,2/14/2019,5,Smooth and tasty,A nice mustard - smooth and tasty,False,0.4215,7,0.011349378435630763,0.0,Fake
Personal Care,Dove  Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,1/16/2019,5,Toiletries,Great,False,0.6249,1,0.052848503523712655,0.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/16/2019,3,Over rated,"Over priced and over rated, but it's what the nephew wanted for Christmas. Wouldn't use it myself",True,0.0,21,0.0066511710891364656,1.8181818181818183,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,,If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,False,0.855,19,0.021250701340931002,0.4761904761904763,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,,I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,False,0.9222,20,0.030810847438969554,0.4761904761904763,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,,"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",False,0.753,55,0.03877328289938434,0.4761904761904763,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,4,,"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",False,0.9562,60,0.038890673625039486,0.5238095238095237,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,4,,This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,False,0.8221,52,0.030887531404887546,0.5238095238095237,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,,Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,False,0.8651,20,0.025993761525704966,0.4761904761904763,Fake
Personal Care,Dove  Deeply Nourishing Body wash 500ml,2/1/2019,5,,"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",False,0.8217,22,0.030412877338960715,0.4761904761904763,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,4,,This is what I use in the winter. It helps to keep my skin moisturized. I do find I need to follow up with lotion after my shower or my skin will get dry. It works well and is inexpensive! I like the plain scent as well.,False,0.8221,52,0.030887531404887546,0.6399999999999997,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,4,,"This body wash has a soft original \""dove\"" original smell to it I love it, but I prefer the smell of the cucumber and green tea deep mosturizer body wash. I mean it definetly works its a great product , it mosturerises but I prefer the other one.I still recommend it. Good product.",False,0.9562,60,0.038890673625039486,0.6399999999999997,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,,I love this body was my skin gets super dry in the winter this product helps reduces the FYI skin,False,0.9222,20,0.030810847438969554,0.3600000000000003,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,,If youre looking for a super moisturizing body wash this is it! Leaves my skin super soft!,False,0.855,19,0.021250701340931002,0.3600000000000003,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,,"I use this on both myself and the kids. We all have sensitive skin and it doesnt irritate any of us. Great, last scent. A little bit goes a long way, so the bottle lasts a while too. The price is very reasonable compared to other similar products.",False,0.753,55,0.03877328289938434,0.3600000000000003,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,,"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",False,0.8217,22,0.030412877338960715,0.3600000000000003,Fake
Personal Care,Dove  Deeply Nourishing Body wash 250ml,2/1/2019,5,,Feels like Im really getting clean and I love the lotion feel of it. Its not overly priced.,False,0.8651,20,0.025993761525704966,0.3600000000000003,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,1/16/2019,5,Good,Very good,True,0.4927,2,0.05224310545150719,0.2564102564102564,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/16/2019,3,Over rated,"Over priced and over rated, but it's what the nephew wanted for Christmas. Wouldn't use it myself",True,0.0,21,0.0066511710891364656,1.8181818181818183,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/16/2019,5,"Great product, huge size, worth every penny.","Huge bottle, smells lovely with clothes drying indoors, didnt need softener or exxtra scents...fast delivery.thankyou.",True,0.7269,20,0.017375979518242,0.3461538461538458,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/16/2019,1,Slimey,"I wouldn't buy this again. Frequently it leaves slime on the clothes, particularly at lower temperature washes. The manufacturer knows this and the package advises you to 'simply rinse under warm water' if this occurs. When taking an 8 kg load out of the machine it's not easy to spot this. I usually don't find it until putting the garment on - by which time it's dry and encrusted.",True,-0.456,80,0.016937944621567457,3.5,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/16/2019,5,Persil tabs,They have a great smell and clean brilliantly,True,0.8957,8,0.03454162492566849,0.5,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/16/2019,1,Slimey,"I wouldn't buy this again. Frequently it leaves slime on the clothes, particularly at lower temperature washes. The manufacturer knows this and the package advises you to 'simply rinse under warm water' if this occurs. When taking an 8 kg load out of the machine it's not easy to spot this. I usually don't find it until putting the garment on - by which time it's dry and encrusted.",True,-0.456,80,0.016937944621567457,3.4444444444444446,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/16/2019,5,Persil tabs,They have a great smell and clean brilliantly,True,0.8957,8,0.03454162492566849,0.5555555555555554,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/16/2019,1,Slimey,"I wouldn't buy this again. Frequently it leaves slime on the clothes, particularly at lower temperature washes. The manufacturer knows this and the package advises you to 'simply rinse under warm water' if this occurs. When taking an 8 kg load out of the machine it's not easy to spot this. I usually don't find it until putting the garment on - by which time it's dry and encrusted.",True,-0.456,80,0.016937944621567457,3.3809523809523814,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/16/2019,5,Persil tabs,They have a great smell and clean brilliantly,True,0.8957,8,0.03454162492566849,0.6190476190476186,Fake
Personal Care,Dove  Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,1/16/2019,5,Toiletries,Great,False,0.6249,1,0.052848503523712655,0.0,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/16/2019,1,Slimey,"I wouldn't buy this again. Frequently it leaves slime on the clothes, particularly at lower temperature washes. The manufacturer knows this and the package advises you to 'simply rinse under warm water' if this occurs. When taking an 8 kg load out of the machine it's not easy to spot this. I usually don't find it until putting the garment on - by which time it's dry and encrusted.",True,-0.456,80,0.016937944621567457,3.507936507936508,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/16/2019,5,Persil tabs,They have a great smell and clean brilliantly,True,0.8957,8,0.03454162492566849,0.4920634920634921,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/16/2019,4,Good,Package is not comfortable and spilt few times for me when I put it in washing machine as too heavy and like I said not comfortable other wise good,True,-0.3732,29,0.016788525033750668,0.3888888888888893,Genuine
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/16/2019,4,Good,Package is not comfortable and spilt few times for me when I put it in washing machine as too heavy and like I said not comfortable other wise good,True,-0.3732,29,0.016788525033750668,0.15909090909090917,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/16/2019,5,Persil tabs,They have a great smell and clean brilliantly,True,0.8957,8,0.03454162492566849,0.5714285714285712,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/16/2019,1,Slimey,"I wouldn't buy this again. Frequently it leaves slime on the clothes, particularly at lower temperature washes. The manufacturer knows this and the package advises you to 'simply rinse under warm water' if this occurs. When taking an 8 kg load out of the machine it's not easy to spot this. I usually don't find it until putting the garment on - by which time it's dry and encrusted.",True,-0.456,80,0.016937944621567457,3.428571428571429,Fake
Personal Care,Dove  Invisible Dry Anti-perspirant Deodorant Stick 40ml,2/15/2019,5,perfect price,great price i will but again,True,0.3716,6,0.049354539943752475,1.4,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,1/17/2019,5,Really enlivens your laundry,"Love the size of the bottle, the smell is gorgeous, and a little goes a long way.",True,0.8481,20,0.027487501282384027,0.2564102564102564,Genuine
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/19/2019,5,Smelling Devine,Fab stocking filler.,True,0.4588,4,0.0018049341761731603,0.18181818181818166,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/18/2019,5,Would recommend using this to prevent heat damage,Great buy I use this before I blow dry my hair to prevent heat damage would recommend and got at a great price for 3 bottles,True,0.8225,26,0.03964436199494899,0.4146341463414638,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/18/2019,5,Can’t tell you,Not happy yet prob my fault couldn’t get the spray gun to work. 5 stars because cheap delivered quick but numpty here couldn’t open.,True,-0.5498,30,0.007655844274068787,0.4146341463414638,Genuine
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 64 Wash 960ml,1/18/2019,3,terrible container,"The conditioner itself is good. However, the bottle and lid are terrible. Very difficult to pour into tiny lid/measure and the bottle is slippery to hold and pour. Will not be buying again as its causing me to much aggravation.",False,-0.4576,45,0.012727090286531047,0.0,Fake
Foods,Colman's Original English Mustard 170g,2/16/2019,5,Colmans,you cannot beat it,True,0.0,5,0.0013554922842740889,0.0,Fake
Foods,Hellmann's  Real Mayonnaise 600g,2/16/2019,5,Hellmann's Mayonnaise Real,never changes,True,0.0,2,0.00039984006397441024,2.6666666666666665,Fake
Personal Care,Vaseline Intensive Care Cocoa Radiant Body Gel Oil 200ml,1/18/2019,5,Really nice apllication because of smell,Amazinng smell! And the skin looks really health after use it,True,0.0,12,0.0230468282815405,0.0,Genuine
Foods,Pot Noodle  Sticky Rib Standard 90g,1/18/2019,5,Nice,maybe 12 was too many :),True,0.4588,7,0.0015297785732361854,1.4285714285714284,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/18/2019,5,Can’t tell you,Not happy yet prob my fault couldn’t get the spray gun to work. 5 stars because cheap delivered quick but numpty here couldn’t open.,True,-0.5498,30,0.007655844274068787,0.4146341463414638,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/18/2019,5,Would recommend using this to prevent heat damage,Great buy I use this before I blow dry my hair to prevent heat damage would recommend and got at a great price for 3 bottles,True,0.8225,26,0.03964436199494899,0.4146341463414638,Genuine
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,1/18/2019,5,thanks you,perfect price,True,0.5719,2,0.020841838270429427,0.3488372093023253,Fake
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/18/2019,5,thanks you,perfect price,True,0.5719,2,0.020841838270429427,0.2727272727272725,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/18/2019,1,Damaged,"Arrives with a broken lid leaked all over the box, half a bottle left",True,-0.6597,15,0.00766523731436813,3.653846153846154,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),1/18/2019,4,excellent value,very good value set - I took a star off as I expected the comfort to be the same size as the persil but it in quite a bit smaller so the picture is misleading apart from that a great set at a reasonable price,True,0.7773,45,0.02657956045523037,0.6500000000000004,Genuine
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/18/2019,5,Great,Stocked up to save money - quite strong smell so don't need to use much,True,0.7778,16,0.025447043056528874,0.8409090909090908,Genuine
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/18/2019,5,Great,Stocked up to save money - quite strong smell so don't need to use much,True,0.7778,16,0.025447043056528874,0.6111111111111107,Genuine
Personal Care,Dove  Original Beauty Cream Bar 4 x 100g,2/17/2019,5,dove soap,love this creamy soap would not use anything else lovely lather when you are in the shower smells lovely nothing to not like,True,0.9277,23,0.03380196663896196,0.0,Genuine
Homecare,Domestos Original Thick Bleach 750ml,2/17/2019,5,Good,Good,True,0.4404,1,0.05224310545150719,0.0,Fake
Personal Care,Sure  Bright Bouquet Anti-perspirant Deodorant Aerosol 250ml,1/19/2019,5,Great smelling,"Nice smelling and great anitipersperiant, also works for men.",True,0.7845,11,0.023594134815363738,0.0,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/19/2019,5,Great,Love this product works really well and protects my hair as I would expect,True,0.8464,14,0.028942965519772088,0.4146341463414638,Genuine
Personal Care,Tresemme  Silky Smooth Shampoo 900ml,1/19/2019,5,Good,Good,True,0.4404,1,0.05224310545150719,0.09090909090909083,Fake
Personal Care,Tresemme  Silky Smooth Shampoo 900ml,1/19/2019,5,Couldn't be better,"Makes your hair smell great. Definitely, recommend this product. The conditioner works really great as well.",True,0.9409,20,0.06155286334821153,0.09090909090909083,Genuine
Personal Care,Lynx  Black Shower Gel 400ml,1/19/2019,5,Amazing price and amazing seller definitely recommend,Amazing and came in perfect time,False,0.8176,6,0.017604218793867116,0.17647058823529438,Fake
Personal Care,Badedas  Original Bath 750ml,1/19/2019,5,Great for skin,"I always take Badedas when I go on holiday, it is lovely in the bath and soothes my skin after a day in the sun",False,0.7579,26,0.013733147041317634,0.0,Fake
Personal Care,Dove Men+Care  Clean Comfort Aerosol Anti-perspirant Deodorant 250ml,1/19/2019,2,Blocking nozzles,"Been using this for a year, very happy. Last 2 cans the nozzles have blocked within a week. Cant clear them with hot water - bit disappointed",False,-0.338,30,0.011118236213698571,1.7142857142857144,Fake
Refreshment,PG tips  Original Tea Bags 240,2/14/2019,1,"tastes like pond water, stains teeth and cups","Sorry to say this but it tastes awful, creates a greasy film on top, stains teeth and ceramic. I think people who have it with milk don't realise as it gets mixed up. If they had it straight they would see how bad it is. My two cents",False,-0.5719,54,0.006306065674269304,2.5714285714285716,Fake
Personal Care,Tresemme  Silky Smooth Shampoo 900ml,1/19/2019,5,Good,Good,True,0.4404,1,0.05224310545150719,0.09090909090909083,Fake
Personal Care,Tresemme  Silky Smooth Shampoo 900ml,1/19/2019,5,Couldn't be better,"Makes your hair smell great. Definitely, recommend this product. The conditioner works really great as well.",True,0.9409,20,0.06155286334821153,0.09090909090909083,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/19/2019,5,Great,Love this product works really well and protects my hair as I would expect,True,0.8464,14,0.028942965519772088,0.4146341463414638,Genuine
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/19/2019,5,Smelling Devine,Fab stocking filler.,True,0.4588,4,0.0018049341761731603,0.18181818181818166,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/19/2019,5,5*,"Our go to laundry detergent, this works, even at 20°",True,0.0,12,0.00658500994037386,0.3461538461538458,Genuine
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,1/19/2019,5,Nice,Nice smell and last longer,True,0.4215,5,0.023830151779192527,0.2564102564102564,Fake
Personal Care,Lynx  Black Shower Gel 400ml,1/19/2019,5,Amazing price and amazing seller definitely recommend,Amazing and came in perfect time,False,0.8176,6,0.017604218793867116,0.17647058823529438,Fake
Refreshment,PG tips  Original Tea Bags 240,1/19/2019,5,More for your money!,Worth it!,True,0.2942,3,0.007892019219298572,1.4285714285714284,Fake
Homecare,Comfort  Sunshiny days Fabric Conditioner 85 Wash 3L,1/20/2019,5,Fabric softener,I love the smell of this,False,0.6369,6,0.03923972685466573,0.0,Fake
Personal Care,Lynx  Black Shower Gel 400ml,1/20/2019,5,What can one say,Met usually Lynx standards,True,0.0,4,0.0028929728487450596,0.17647058823529438,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/20/2019,5,Scent,Lovely scent and a good wash,True,0.7717,6,0.044984533690423864,0.3461538461538458,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",2/5/2019,5,Good,Excellent,True,0.5719,1,0.012677403850626727,0.5714285714285712,Fake
Personal Care,Simple Kind To Skin Replenishing Rich Moisturiser 125ml,1/20/2019,1,New formula burn my skin,This cream burn my skin And I have a lot of spot I won't buy it again,False,0.0,18,0.019306683432607927,1.7142857142857144,Fake
Personal Care,Dove  Original Beauty Cream Bar 6 x 100g,1/20/2019,5,Fabulous!,"I never use anything else. Soft, creamy and pampering, ideal for summer and winter skin. Have tried others and nothing compares. Worth every penny!",False,0.4635,30,0.017061909279321014,0.23076923076923084,Fake
Personal Care,Simple Regeneration Age Resisting Eye Cream 15ml,1/20/2019,5,"Soft, gentle eye cream","I have bought this product many times. It is the best eye cream around in my view, especially for those of us in advancing years that need something gentle but effective; and with all those excellent vitamins and minerals and the 'Simple' approach to skin creams I wouldn't choose anything else. In fact I buy online from Boots, because my local store doesn't always have it in stock.",False,0.9294,77,0.0221953098368464,0.16666666666666696,Fake
